date,time,symbol1,symbol2,daystoexpiration,volume,volatility,delta,openinterest
3/12/2015,9:31:12,BCS,_011516C27                                     ,309,0,32.185,0.032,25
3/12/2015,9:31:12,BCS,_061915C10                                     ,99,0,0,1,249
3/12/2015,9:31:12,BCS,_041715C15                                     ,36,0,27.915,0.579,103
3/12/2015,9:31:12,BCS,_091815C14                                     ,190,0,29.743,0.676,0
3/12/2015,9:31:12,BCS,_041715C20                                     ,36,0,44.704,0.034,0
3/12/2015,9:31:12,BCS,_061915C14                                     ,99,0,29.962,0.724,131
3/12/2015,9:31:12,BCS,_032015C27                                     ,8,0,157.17,0.019,0
3/12/2015,9:31:12,BCS,_091815C22                                     ,190,0,29.001,0.044,0
3/12/2015,9:31:12,BCS,_012017C10                                     ,680,0,34.284,0.867,116
3/12/2015,9:31:12,BCS,_061915C15                                     ,99,0,27.846,0.556,2358
3/12/2015,9:31:12,BCS,_061915C18                                     ,99,0,27.106,0.125,262
3/12/2015,9:31:12,BCS,_061915C17                                     ,99,0,26.526,0.221,387
3/12/2015,9:31:12,BCS,_032015C22                                     ,8,0,111.306,0.028,0
3/12/2015,9:31:12,BCS,_032015C25                                     ,8,0,139.843,0.021,0
3/12/2015,9:31:12,BCS,_061915C11                                     ,99,0,41.448,0.936,0
3/12/2015,9:31:12,BCS,_032015C8                                      ,8,0,0,1,0
3/12/2015,9:31:12,BCS,_032015C7                                      ,8,0,0,1,0
3/12/2015,9:31:12,BCS,_091815C12                                     ,190,0,33.575,0.865,0
3/12/2015,9:31:12,BCS,_011516C25                                     ,309,0,30.878,0.047,88
3/12/2015,9:31:12,BCS,_011516C22                                     ,309,0,26.237,0.068,352
3/12/2015,9:31:12,BCS,_011516C5                                      ,309,0,0,1,0
3/12/2015,9:31:12,BCS,_011516C20                                     ,309,0,25.288,0.125,2542
3/12/2015,9:31:12,BCS,_041715C13                                     ,36,0,31.302,0.947,0
3/12/2015,9:31:12,BCS,_061915C20                                     ,99,0,31.11,0.051,0
3/12/2015,9:31:12,BCS,_012017C30                                     ,680,0,29.728,0.055,0
3/12/2015,9:31:12,BCS,_032015C10                                     ,8,0,0,1,0
3/12/2015,9:31:12,BCS,_041715C24                                     ,36,0,67.491,0.023,0
3/12/2015,9:31:12,BCS,_012017C5                                      ,680,0,0,1,0
3/12/2015,9:31:12,BCS,_011516C15                                     ,309,0,28.133,0.545,40103
3/12/2015,9:31:12,BCS,_041715C8                                      ,36,0,0,1,0
3/12/2015,9:31:12,BCS,_061915C6                                      ,99,0,0,1,0
3/12/2015,9:31:12,BCS,_012017C20                                     ,680,0,26.195,0.233,144
3/12/2015,9:31:12,BCS,_061915C8                                      ,99,0,0,1,0
3/12/2015,9:31:12,BCS,_032015C17                                     ,8,0,41.436,0.059,881
3/12/2015,9:31:12,BCS,_032015C20                                     ,8,0,96.765,0.053,0
3/12/2015,9:31:12,BCS,_041715C11                                     ,36,0,0,1,0
3/12/2015,9:31:12,BCS,_091815C11                                     ,190,0,32.334,0.941,0
3/12/2015,9:31:12,BCS,_011516C10                                     ,309,0,38,0.913,1143
3/12/2015,9:31:12,BCS,_091815C17                                     ,190,0,26.22,0.29,490
3/12/2015,9:31:12,BCS,_091815C16                                     ,190,0,26.578,0.411,60
3/12/2015,9:31:12,BCS,_011516C8                                      ,309,0,0,1,4
3/12/2015,9:31:12,BCS,_032015C12                                     ,8,0,0,1,18
3/12/2015,9:31:12,BCS,_032015C16                                     ,8,0,27.611,0.147,1909
3/12/2015,9:31:12,BCS,_032015C9                                      ,8,0,0,1,0
3/12/2015,9:31:12,BCS,_032015C26                                     ,8,0,148.931,0.02,0
3/12/2015,9:31:12,BCS,_061915C9                                      ,99,0,0,1,0
3/12/2015,9:31:12,BCS,_032015C28                                     ,8,0,168.33,0.02,0
3/12/2015,9:31:12,BCS,_061915C7                                      ,99,0,0,1,0
3/12/2015,9:31:12,BCS,_012017C17                                     ,680,0,26.593,0.398,206
3/12/2015,9:31:12,BCS,_041715C9                                      ,36,0,0,1,0
3/12/2015,9:31:12,BCS,_012017C8                                      ,680,0,41.499,0.91,80
3/12/2015,9:31:12,BCS,_061915C19                                     ,99,0,28.953,0.077,0
3/12/2015,9:31:12,BCS,_041715C16                                     ,36,0,24.987,0.277,165
3/12/2015,9:31:12,BCS,_041715C14                                     ,36,0,31.021,0.814,0
3/12/2015,9:31:12,BCS,_061915C13                                     ,99,0,33.834,0.836,30
3/12/2015,9:31:12,BCS,_091815C6                                      ,190,0,0,1,0
3/12/2015,9:31:12,BCS,_011516C30                                     ,309,0,33.632,0.018,31
3/12/2015,9:31:12,BCS,_032015C21                                     ,8,0,110.007,0.047,0
3/12/2015,9:31:12,BCS,_091815C21                                     ,190,0,28.062,0.061,0
3/12/2015,9:31:12,BCS,_091815C8                                      ,190,0,0,1,0
3/12/2015,9:31:12,BCS,_041715C19                                     ,36,0,37.312,0.037,0
3/12/2015,9:31:12,BCS,_041715C17                                     ,36,0,25.169,0.091,79
3/12/2015,9:31:12,BCS,_041715C10                                     ,36,0,0,1,0
3/12/2015,9:31:12,BCS,_091815C15                                     ,190,0,27.555,0.548,77
3/12/2015,9:31:12,BCS,_032015C24                                     ,8,0,131.087,0.023,0
3/12/2015,9:31:12,BCS,_091815C7                                      ,190,0,0,1,0
3/12/2015,9:31:12,BCS,_061915C22                                     ,99,0,39.414,0.044,0
3/12/2015,9:31:12,BCS,_032015C14                                     ,8,0,33.375,0.937,233
3/12/2015,9:31:12,BCS,_061915C12                                     ,99,0,36.039,0.913,130
3/12/2015,9:31:12,BCS,_032015C19                                     ,8,0,82.432,0.06,0
3/12/2015,9:31:12,BCS,_041715C12                                     ,36,0,0,1,0
3/12/2015,9:31:12,BCS,_012017C12                                     ,680,0,30.632,0.762,162
3/12/2015,9:31:12,BCS,_041715C22                                     ,36,0,57.497,0.029,0
3/12/2015,9:31:12,BCS,_041715C21                                     ,36,0,50.521,0.029,0
3/12/2015,9:31:12,BCS,_032015C11                                     ,8,0,0,1,100
3/12/2015,9:31:12,BCS,_012017C22                                     ,680,0,25.838,0.155,0
3/12/2015,9:31:12,BCS,_091815C13                                     ,190,0,31.445,0.785,0
3/12/2015,9:31:12,BCS,_032015C18                                     ,8,0,58.281,0.046,54
3/12/2015,9:31:12,BCS,_061915C23                                     ,99,0,43.002,0.04,0
3/12/2015,9:31:12,BCS,_041715C18                                     ,36,0,34.436,0.072,7
3/12/2015,9:31:12,BCS,_091815C19                                     ,190,0,26.647,0.131,0
3/12/2015,9:31:12,BCS,_061915C21                                     ,99,0,35.33,0.047,0
3/12/2015,9:31:12,BCS,_012017C25                                     ,680,0,25.728,0.083,0
3/12/2015,9:31:12,BCS,_091815C20                                     ,190,0,27.919,0.094,0
3/12/2015,9:31:12,BCS,_032015C13                                     ,8,0,0,1,0
3/12/2015,9:31:12,BCS,_061915C16                                     ,99,0,26.556,0.371,1865
3/12/2015,9:31:12,BCS,_032015C15                                     ,8,0,27.488,0.643,347
3/12/2015,9:31:12,BCS,_091815C9                                      ,190,0,0,1,0
3/12/2015,9:31:12,BCS,_011516C17                                     ,309,0,26.355,0.337,3569
3/12/2015,9:31:12,BCS,_012017C15                                     ,680,0,27.903,0.544,212
3/12/2015,9:31:12,BCS,_012017C3                                      ,680,0,0,1,0
3/12/2015,9:31:12,BCS,_091815C10                                     ,190,0,0,1,0
3/12/2015,9:31:12,BCS,_041715C23                                     ,36,0,61.728,0.024,0
3/12/2015,9:31:12,BCS,_091815C18                                     ,190,0,26.636,0.201,1076
3/12/2015,9:31:14,BCS,_041715C23                                     ,36,0,61.728,0.024,0
3/12/2015,9:31:14,BCS,_061915C23                                     ,99,0,42.304,0.04,0
3/12/2015,9:31:14,BCS,_091815C10                                     ,190,0,0,1,0
3/12/2015,9:31:14,BCS,_011516C25                                     ,309,0,30.466,0.047,88
3/12/2015,9:31:14,BCS,_012017C15                                     ,680,0,27.553,0.554,212
3/12/2015,9:31:14,BCS,_032015C19                                     ,8,0,83.898,0.061,0
3/12/2015,9:31:14,BCS,_091815C13                                     ,190,0,32.147,0.792,0
3/12/2015,9:31:14,BCS,_061915C6                                      ,99,0,0,1,0
3/12/2015,9:31:14,BCS,_061915C10                                     ,99,0,62.569,0.907,249
3/12/2015,9:31:14,BCS,_091815C19                                     ,190,0,25.782,0.132,0
3/12/2015,9:31:14,BCS,_011516C22                                     ,309,0,25.991,0.07,352
3/12/2015,9:31:14,BCS,_091815C17                                     ,190,0,26.22,0.29,490
3/12/2015,9:31:14,BCS,_061915C7                                      ,99,0,127.153,0.874,0
3/12/2015,9:31:14,BCS,_061915C22                                     ,99,0,39.414,0.044,0
3/12/2015,9:31:14,BCS,_041715C21                                     ,36,0,50.521,0.029,0
3/12/2015,9:31:14,BCS,_061915C12                                     ,99,0,42.636,0.885,130
3/12/2015,9:31:14,BCS,_041715C18                                     ,36,0,34.436,0.072,7
3/12/2015,9:31:14,BCS,_091815C12                                     ,190,0,34.904,0.865,0
3/12/2015,9:31:14,BCS,_061915C21                                     ,99,0,35.33,0.047,0
3/12/2015,9:31:14,BCS,_041715C13                                     ,36,0,31.302,0.947,0
3/12/2015,9:31:14,BCS,_032015C21                                     ,8,0,113.394,0.048,0
3/12/2015,9:31:14,BCS,_041715C19                                     ,36,0,37.312,0.037,0
3/12/2015,9:31:14,BCS,_032015C18                                     ,8,0,58.281,0.046,54
3/12/2015,9:31:14,BCS,_061915C17                                     ,99,0,26.308,0.238,387
3/12/2015,9:31:14,BCS,_032015C17                                     ,8,0,41.436,0.059,881
3/12/2015,9:31:14,BCS,_012017C30                                     ,680,0,29.728,0.055,0
3/12/2015,9:31:14,BCS,_011516C20                                     ,309,0,25.288,0.125,2542
3/12/2015,9:31:14,BCS,_041715C24                                     ,36,0,67.239,0.024,0
3/12/2015,9:31:14,BCS,_032015C11                                     ,8,0,0,1,100
3/12/2015,9:31:14,BCS,_041715C8                                      ,36,0,151.296,0.889,0
3/12/2015,9:31:14,BCS,_032015C26                                     ,8,0,154.37,0.02,0
3/12/2015,9:31:14,BCS,_011516C8                                      ,309,0,0,1,4
3/12/2015,9:31:14,BCS,_012017C10                                     ,680,0,32.43,0.886,116
3/12/2015,9:31:14,BCS,_032015C24                                     ,8,0,131.087,0.023,0
3/12/2015,9:31:14,BCS,_032015C15                                     ,8,0,27.488,0.643,347
3/12/2015,9:31:14,BCS,_011516C30                                     ,309,0,33.447,0.018,31
3/12/2015,9:31:14,BCS,_032015C25                                     ,8,0,146.641,0.023,0
3/12/2015,9:31:14,BCS,_091815C15                                     ,190,0,27.555,0.548,77
3/12/2015,9:31:14,BCS,_061915C16                                     ,99,0,26.661,0.397,1865
3/12/2015,9:31:14,BCS,_011516C27                                     ,309,0,32.185,0.032,25
3/12/2015,9:31:14,BCS,_091815C20                                     ,190,0,27.919,0.094,0
3/12/2015,9:31:14,BCS,_032015C27                                     ,8,0,157.17,0.019,0
3/12/2015,9:31:14,BCS,_012017C12                                     ,680,0,30.632,0.762,162
3/12/2015,9:31:14,BCS,_011516C15                                     ,309,0,28.133,0.545,40103
3/12/2015,9:31:14,BCS,_032015C8                                      ,8,0,303.478,0.888,0
3/12/2015,9:31:14,BCS,_012017C25                                     ,680,0,26.069,0.091,0
3/12/2015,9:31:14,BCS,_032015C14                                     ,8,0,33.375,0.937,233
3/12/2015,9:31:14,BCS,_012017C22                                     ,680,0,25.887,0.162,0
3/12/2015,9:31:14,BCS,_041715C17                                     ,36,0,26.863,0.124,79
3/12/2015,9:31:14,BCS,_041715C10                                     ,36,0,90.241,0.914,0
3/12/2015,9:31:14,BCS,_032015C13                                     ,8,0,0,1,0
3/12/2015,9:31:14,BCS,_041715C15                                     ,36,0,27.913,0.62,103
3/12/2015,9:31:14,BCS,_061915C11                                     ,99,0,49.378,0.911,0
3/12/2015,9:31:14,BCS,_061915C8                                      ,99,0,100.717,0.886,0
3/12/2015,9:31:14,BCS,_032015C9                                      ,8,0,0,1,0
3/12/2015,9:31:14,BCS,_091815C14                                     ,190,0,29.777,0.692,0
3/12/2015,9:31:14,BCS,_032015C23                                     ,8,0,119.809,0.024,0
3/12/2015,9:31:14,BCS,_032015C28                                     ,8,0,168.33,0.02,0
3/12/2015,9:31:14,BCS,_061915C9                                      ,99,0,79.708,0.897,0
3/12/2015,9:31:14,BCS,_091815C8                                      ,190,0,0,1,0
3/12/2015,9:31:14,BCS,_012017C20                                     ,680,0,26.195,0.233,144
3/12/2015,9:31:14,BCS,_041715C20                                     ,36,0,44.704,0.034,0
3/12/2015,9:31:14,BCS,_091815C21                                     ,190,0,27.529,0.062,0
3/12/2015,9:31:14,BCS,_091815C7                                      ,190,0,89.851,0.88,0
